30;30;30;27.278230164402046;30
30;30;30;26.523306967299284;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;29.243067533594466;30;30
30;30;27.80707563593618;30;30
30;30;26.854728030711314;30;30
30;30;28.16572562746842;30;30
30;30;27.969603060080562;30;30
30;30;26.638506133799336;30;30
30;30;27.043780291052464;30;30
30;30;26.067924160294947;30;30
30;30;26.15597002728898;30;30
30;30;25.464037080777207;30;30
30;30;27.833163602010647;30;30
30;30;25.92017141164846;30;30
30;30;25.259414319165344;30;30
30;30;25.73256452138991;30;30
30;30;26.123950941456936;30;30
30;30;26.352101918229337;30;30
30;30;27.137866661983093;30;30
30;30;26.297844727901182;30;30
30;30;25.72391869579128;30;30
30;30;26.16201267782674;30;30
30;30;25.743368743951372;30;30
30;30;25.72725651602307;30;30
30;30;26.6358340099823;30;30
30;30;26.220829918573795;30;30
30;30;25.411909483832574;30;30
30;30;25.804185085888676;30;30
30;30;26.023192812625588;30;30
30;30;25.333554990179245;30;30
30;30;26.253880315842885;30;30
30;30;26.60746175332262;30;30
30;30;25.621195147797124;30;30
30;30;25.641244301718455;30;30
30;30;24.962420674726612;30;30
30;30;25.968655896429397;30;30
30;30;26.664856535139197;30;30
30;30;25.908833326457124;30;30
30;30;26.410848358370508;30;30
30;30;26.18267547663256;30;30
30;30;26.736434951519893;30;30
30;30;25.769753056118137;30;30
30;30;25.5194941087055;30;30
30;30;28.145513082866607;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
30;30;30;30;30
